client_id,age,job,marital,education,credit_default,mortgage
10153,54,technician,married,university_degree,0,0
10154,44,management,divorced,university_degree,0,1
10155,52,blue_collar,married,basic_9y,0,0
10156,49,technician,married,professional_course,0,1
10157,35,technician,divorced,professional_course,0,1
10158,43,entrepreneur,married,high_school,0,0
10159,59,entrepreneur,divorced,high_school,0,1
10160,36,services,married,high_school,0,1
10161,39,services,single,high_school,0,1
10162,36,self_employed,divorced,university_degree,0,1
10163,44,admin,single,university_degree,0,1
10164,44,management,married,high_school,0,1
10165,37,blue_collar,married,basic_4y,0,0
10166,41,blue_collar,married,basic_4y,0,0
10167,41,management,married,university_degree,0,1
10168,52,blue_collar,married,basic_4y,0,1
10169,45,blue_collar,single,basic_6y,0,0
10170,30,technician,single,professional_course,0,0
10171,48,management,married,university_degree,0,1
10172,43,blue_collar,married,basic_4y,0,0
10173,48,blue_collar,married,basic_6y,0,0
10174,40,blue_collar,married,,0,0
10175,29,blue_collar,married,high_school,0,0
10176,50,admin,married,university_degree,0,1
10177,49,blue_collar,married,basic_4y,0,0
10178,44,services,married,high_school,0,1
10179,49,technician,married,professional_course,0,1
10180,38,management,single,university_degree,0,1
10181,39,admin,married,high_school,0,1
10182,43,blue_collar,divorced,basic_9y,0,0
10183,30,entrepreneur,married,university_degree,0,1
10184,41,admin,married,basic_9y,0,1
10185,25,admin,single,high_school,0,1
10186,47,blue_collar,married,basic_4y,0,1
10187,54,blue_collar,divorced,,0,1
10188,36,services,married,high_school,0,0
10189,33,entrepreneur,married,university_degree,0,0
10190,34,technician,married,professional_course,0,0
10191,36,technician,married,professional_course,0,0
10192,57,technician,married,basic_4y,0,0
10193,37,technician,single,high_school,0,0
10194,38,admin,married,university_degree,0,1
10195,41,admin,married,professional_course,0,1
10196,53,blue_collar,married,basic_6y,0,1
10197,39,unemployed,single,basic_6y,0,0
10198,47,blue_collar,married,basic_4y,0,1
10199,33,blue_collar,married,basic_9y,0,1
10200,34,admin,single,high_school,0,1
10201,32,admin,single,university_degree,0,0
10202,33,technician,married,university_degree,0,0
10203,38,admin,married,university_degree,0,0
10204,48,blue_collar,married,basic_9y,0,0
10205,48,blue_collar,married,high_school,0,1
10206,30,services,married,university_degree,0,1
10207,36,admin,single,university_degree,0,1
10208,45,blue_collar,married,basic_6y,0,1
10209,60,admin,married,university_degree,0,1
10210,32,self_employed,divorced,university_degree,0,0
10211,33,admin,married,university_degree,0,0
10212,35,admin,single,high_school,0,0
10213,48,admin,married,high_school,0,0
10214,29,admin,single,university_degree,0,0
10215,46,admin,married,high_school,0,0
10216,45,blue_collar,married,basic_4y,0,1
10217,35,unemployed,married,university_degree,0,1
10218,30,technician,single,university_degree,0,1
10219,44,blue_collar,married,basic_9y,0,1
10220,32,unemployed,married,basic_9y,0,0
10221,27,blue_collar,single,basic_9y,0,0
10222,46,admin,married,professional_course,0,0
10223,29,blue_collar,married,high_school,0,0
10224,39,management,married,university_degree,0,1
10225,34,blue_collar,married,basic_9y,0,0
10226,34,blue_collar,married,basic_4y,0,0
10227,39,admin,married,university_degree,0,0
10228,35,entrepreneur,married,university_degree,0,0
10229,50,blue_collar,divorced,basic_4y,0,1
10230,38,admin,married,university_degree,0,0
10231,32,technician,single,high_school,0,0
10232,32,technician,married,professional_course,0,0
10233,38,blue_collar,married,professional_course,0,0
10234,49,admin,married,basic_9y,0,0
10235,38,technician,married,basic_6y,0,0
10236,28,admin,single,,0,1
10237,33,technician,married,high_school,0,1
10238,37,technician,single,professional_course,0,0
10239,41,services,divorced,basic_9y,0,1
10240,41,admin,divorced,high_school,0,0
10241,40,blue_collar,married,basic_6y,0,1
10242,31,blue_collar,single,high_school,0,1
10243,41,services,married,high_school,0,0
10244,34,entrepreneur,single,professional_course,0,1
10245,48,services,married,high_school,0,1
10246,52,technician,divorced,university_degree,0,0
10247,47,blue_collar,married,basic_9y,0,1
10248,50,housemaid,single,,0,0
10249,40,admin,single,high_school,0,0
10250,38,admin,divorced,high_school,0,0
10251,47,services,married,high_school,0,1
10252,34,blue_collar,married,basic_9y,0,0
10253,35,entrepreneur,married,basic_6y,0,0
10254,33,blue_collar,single,basic_9y,0,0
10255,37,management,married,university_degree,0,0
10256,52,blue_collar,married,basic_4y,0,1
10257,29,admin,divorced,university_degree,0,0
10258,47,entrepreneur,married,university_degree,0,1
10259,39,services,divorced,high_school,0,1
10260,52,unknown,married,basic_4y,0,0
10261,41,blue_collar,married,basic_6y,0,1
10262,39,blue_collar,married,basic_6y,0,0
10263,35,blue_collar,divorced,basic_9y,0,0
10264,49,retired,married,basic_4y,0,0
10265,32,admin,divorced,university_degree,0,0
10266,47,technician,single,professional_course,0,0
10267,28,admin,single,university_degree,0,0
10268,40,blue_collar,single,basic_9y,0,0
10269,59,admin,married,high_school,0,0
10270,50,technician,divorced,professional_course,0,0
10271,32,blue_collar,married,basic_6y,0,0
10272,38,admin,single,high_school,0,1
10273,34,management,married,university_degree,0,0
10274,41,blue_collar,married,basic_9y,0,1
10275,51,blue_collar,divorced,basic_4y,0,0
10276,31,blue_collar,married,basic_9y,0,0
10277,28,admin,married,high_school,0,0
10278,40,technician,married,professional_course,0,0
10279,50,blue_collar,single,basic_9y,0,0
10280,56,housemaid,divorced,basic_4y,0,0
10281,45,admin,married,basic_9y,0,0
10282,34,admin,married,university_degree,0,0
10283,34,blue_collar,married,basic_9y,0,0
10284,54,entrepreneur,married,university_degree,0,0
10285,32,blue_collar,married,basic_9y,0,1
10286,36,blue_collar,single,basic_6y,0,1
10287,40,blue_collar,married,,0,1
10288,25,technician,single,university_degree,0,1
10289,52,blue_collar,married,,0,0
10290,44,management,divorced,university_degree,0,1
10291,52,services,married,university_degree,0,0
10292,34,entrepreneur,married,university_degree,0,1
10293,40,technician,married,professional_course,0,0
10294,31,blue_collar,married,basic_9y,0,0
10295,45,entrepreneur,single,university_degree,0,0
10296,46,management,married,basic_4y,0,1
10297,33,blue_collar,married,basic_4y,0,0
10298,36,technician,married,university_degree,0,0
10299,40,admin,single,university_degree,0,0
10300,43,blue_collar,married,basic_9y,0,1
10301,35,student,single,university_degree,0,1
10302,32,services,single,high_school,0,0
10303,56,blue_collar,single,basic_6y,0,0
10304,28,blue_collar,married,basic_9y,0,1
10305,43,admin,married,high_school,0,0
10306,38,entrepreneur,married,basic_4y,0,0
10307,41,unemployed,divorced,high_school,0,0
10308,53,entrepreneur,married,basic_4y,0,0
10309,32,blue_collar,married,high_school,0,0
10310,30,technician,married,university_degree,0,0
10311,40,blue_collar,married,basic_4y,0,0
10312,47,services,married,,0,0
10313,52,blue_collar,married,basic_4y,0,1
10314,59,blue_collar,married,basic_4y,0,1
10315,33,admin,married,university_degree,0,0
10316,29,admin,single,university_degree,0,0
10317,56,services,divorced,basic_4y,0,0
10318,52,admin,divorced,high_school,0,0
10319,46,unknown,married,basic_4y,0,1
10320,37,admin,divorced,university_degree,0,0
10321,33,blue_collar,married,basic_9y,0,0
10322,57,services,divorced,high_school,0,1
10323,60,management,married,,0,1
10324,36,admin,married,university_degree,0,1
10325,34,blue_collar,married,basic_9y,0,0
10326,38,admin,married,high_school,0,0
10327,31,blue_collar,married,basic_9y,0,1
10328,25,student,single,high_school,0,1
10329,42,technician,married,university_degree,0,1
10330,29,admin,single,basic_9y,0,0
10331,41,blue_collar,married,basic_9y,0,0
10332,44,technician,divorced,professional_course,0,1
10333,43,self_employed,married,basic_9y,0,0
10334,51,management,married,basic_4y,0,1
10335,29,admin,single,university_degree,0,0
10336,33,self_employed,single,university_degree,0,0
10337,34,entrepreneur,single,professional_course,0,1
10338,53,admin,married,university_degree,0,0
10339,41,unknown,single,,0,0
10340,52,blue_collar,married,basic_4y,0,0
10341,44,management,divorced,basic_9y,0,1
10342,38,technician,married,professional_course,0,0
10343,26,technician,married,professional_course,0,1
10344,30,blue_collar,married,high_school,0,1
10345,41,technician,married,professional_course,0,0
10346,40,blue_collar,single,basic_9y,0,0
10347,57,technician,married,basic_9y,0,1
10348,35,admin,single,university_degree,0,0
10349,41,technician,single,university_degree,0,0
10350,53,unknown,married,high_school,0,1
10351,40,housemaid,married,basic_4y,0,0
10352,26,admin,married,high_school,0,0
10353,45,blue_collar,married,basic_9y,0,0
10354,31,entrepreneur,single,basic_9y,0,0
10355,32,admin,single,university_degree,0,0
10356,29,blue_collar,single,high_school,0,0
10357,28,blue_collar,married,basic_6y,0,1
10358,27,blue_collar,single,basic_9y,0,1
10359,32,blue_collar,married,basic_9y,0,1
10360,52,blue_collar,married,basic_4y,0,1
10361,46,admin,single,high_school,0,0
10362,37,entrepreneur,single,university_degree,0,1
10363,36,management,married,university_degree,0,1
10364,28,student,single,high_school,0,1
10365,52,blue_collar,married,basic_9y,0,0
10366,30,technician,divorced,professional_course,0,0
10367,29,technician,single,university_degree,0,0
10368,55,housemaid,married,professional_course,0,0
10369,45,blue_collar,divorced,basic_9y,0,1
10370,24,unemployed,married,university_degree,0,1
10371,43,technician,single,high_school,0,0
10372,46,technician,married,high_school,0,0
10373,24,services,married,high_school,0,1
10374,38,blue_collar,single,basic_9y,0,1
10375,56,services,divorced,high_school,0,1
10376,41,blue_collar,divorced,basic_6y,0,0
10377,35,admin,married,professional_course,0,0
10378,45,management,married,,0,0
10379,26,admin,divorced,high_school,0,1
10380,53,blue_collar,divorced,basic_4y,0,1
10381,53,blue_collar,divorced,basic_4y,0,0
10382,37,admin,married,high_school,0,1
10383,52,entrepreneur,married,university_degree,0,0
10384,35,blue_collar,divorced,basic_9y,0,0
10385,48,blue_collar,married,basic_4y,0,1
10386,41,blue_collar,divorced,basic_9y,0,0
10387,36,admin,single,university_degree,0,1
10388,44,unknown,single,basic_9y,0,1
10389,31,blue_collar,divorced,high_school,0,0
10390,26,blue_collar,single,basic_4y,0,1
10391,34,technician,married,professional_course,0,1
10392,45,admin,married,high_school,0,1
10393,39,admin,single,high_school,0,1
10394,51,blue_collar,married,basic_9y,0,1
10395,50,blue_collar,divorced,basic_4y,0,1
10396,40,blue_collar,married,basic_9y,0,1
10397,43,blue_collar,married,basic_6y,0,1
10398,29,admin,single,university_degree,0,1
10399,42,blue_collar,married,basic_9y,0,1
10400,30,technician,single,university_degree,0,1
10401,40,entrepreneur,married,high_school,0,0
10402,34,services,married,high_school,0,1
10403,39,management,married,university_degree,0,0
10404,60,management,divorced,university_degree,0,1
10405,30,services,single,,0,0
10406,35,services,single,high_school,0,0
10407,34,technician,divorced,professional_course,0,0
10408,35,admin,divorced,university_degree,0,0
10409,52,entrepreneur,married,basic_4y,0,1
10410,60,retired,married,basic_4y,0,0
10411,25,self_employed,single,university_degree,0,0
10412,35,admin,single,high_school,0,0
10413,40,services,single,high_school,0,1
10414,35,admin,divorced,high_school,0,0
10415,58,unemployed,single,basic_4y,0,0
10416,37,technician,married,basic_6y,0,0
10417,42,blue_collar,married,basic_6y,0,0
10418,32,services,married,high_school,0,0
10419,31,blue_collar,single,high_school,0,1
10420,30,technician,married,professional_course,0,0
10421,47,unknown,married,,0,0
10422,34,admin,married,university_degree,0,1
10423,29,admin,married,university_degree,0,0
10424,28,services,married,,0,0
10425,50,services,single,high_school,0,0
10426,25,unemployed,single,high_school,0,1
10427,35,technician,married,university_degree,0,0
10428,34,blue_collar,married,basic_9y,0,0
10429,24,blue_collar,married,basic_9y,0,0
10430,52,retired,divorced,basic_4y,0,1
10431,59,retired,married,basic_4y,0,1
10432,26,blue_collar,married,basic_9y,0,1
10433,55,blue_collar,married,basic_4y,0,0
10434,31,blue_collar,married,basic_9y,0,0
10435,37,technician,single,high_school,0,0
10436,36,management,single,university_degree,0,0
10437,54,technician,married,university_degree,0,0
10438,24,services,single,high_school,0,1
10439,53,technician,married,professional_course,0,0
10440,28,admin,married,university_degree,0,1
10441,32,technician,married,professional_course,0,1
10442,57,services,divorced,high_school,0,0
10443,48,technician,married,high_school,0,0
10444,34,admin,married,university_degree,0,0
10445,48,unemployed,divorced,basic_4y,0,0
10446,39,services,single,high_school,0,0
10447,33,admin,married,high_school,0,0
10448,37,technician,single,university_degree,0,0
10449,32,blue_collar,married,high_school,0,0
10450,42,admin,single,high_school,0,0
10451,34,blue_collar,married,basic_6y,0,0
10452,35,admin,married,high_school,0,0
10453,47,blue_collar,married,basic_9y,0,0
10454,42,housemaid,married,,0,1
10455,57,management,married,university_degree,0,0
10456,44,blue_collar,married,basic_4y,0,1
10457,47,blue_collar,married,basic_4y,0,1
10458,49,management,married,high_school,0,1
10459,30,blue_collar,married,basic_9y,0,0
10460,41,blue_collar,married,basic_9y,0,0
10461,32,blue_collar,divorced,basic_9y,0,1
10462,39,entrepreneur,married,high_school,0,0
10463,36,blue_collar,single,university_degree,0,0
10464,30,technician,divorced,professional_course,0,1
10465,40,blue_collar,married,basic_9y,0,0
10466,38,blue_collar,single,basic_6y,0,1
10467,51,admin,married,high_school,0,0
10468,55,management,married,university_degree,0,1
10469,36,admin,married,university_degree,0,0
10470,54,technician,married,high_school,0,0
10471,32,student,single,university_degree,0,1
10472,29,blue_collar,single,high_school,0,0
10473,52,entrepreneur,divorced,basic_4y,0,0
10474,55,admin,divorced,university_degree,0,0
10475,41,technician,married,university_degree,0,1
10476,39,technician,married,professional_course,0,0
10477,36,blue_collar,single,basic_6y,0,1
10478,44,services,divorced,high_school,0,0
10479,37,admin,married,high_school,0,0
10480,36,technician,married,professional_course,0,0
10481,34,services,married,high_school,0,0
10482,50,technician,married,professional_course,0,1
10483,34,blue_collar,married,professional_course,0,0
10484,34,admin,married,university_degree,0,1
10485,36,services,married,high_school,0,0
10486,52,management,divorced,high_school,0,0
10487,45,blue_collar,divorced,basic_4y,0,1
10488,37,blue_collar,married,high_school,0,0
10489,38,blue_collar,divorced,high_school,0,0
10490,37,blue_collar,single,basic_9y,0,0
10491,37,blue_collar,married,basic_9y,0,1
10492,30,technician,divorced,high_school,0,1
10493,48,services,divorced,basic_6y,0,1
10494,43,technician,single,professional_course,0,0
10495,31,services,married,high_school,0,0
10496,32,technician,single,university_degree,0,1
10497,35,blue_collar,married,basic_9y,0,0
10498,37,blue_collar,single,high_school,0,0
10499,29,blue_collar,married,basic_9y,0,0
10500,43,admin,married,university_degree,0,0
10501,31,admin,divorced,high_school,0,1
10502,37,technician,single,university_degree,0,1
10503,54,services,married,,0,0
10504,47,blue_collar,married,basic_4y,0,1
10505,39,blue_collar,married,basic_9y,0,0
10506,59,retired,single,high_school,0,0
10507,57,technician,divorced,university_degree,0,0
10508,46,admin,single,university_degree,0,1
10509,42,blue_collar,divorced,high_school,0,0
10510,39,self_employed,married,basic_9y,0,1
10511,47,entrepreneur,married,professional_course,0,1
10512,50,admin,married,high_school,0,1
10513,26,technician,single,professional_course,0,1
10514,50,admin,married,high_school,0,0
10515,54,management,divorced,university_degree,0,1
10516,46,housemaid,married,basic_4y,0,0
10517,34,admin,married,high_school,0,0
10518,43,blue_collar,married,basic_9y,0,1
10519,31,services,single,university_degree,0,1
10520,25,student,single,high_school,0,1
10521,36,blue_collar,single,basic_9y,0,0
10522,53,admin,married,basic_9y,0,0
10523,55,technician,married,university_degree,0,0
10524,51,blue_collar,married,basic_4y,0,1
10525,39,blue_collar,married,basic_6y,0,0
10526,31,admin,divorced,high_school,0,0
10527,41,admin,married,university_degree,0,1
10528,38,blue_collar,single,basic_4y,0,0
10529,28,blue_collar,single,basic_9y,0,0
10530,44,technician,married,basic_6y,0,1
10531,50,services,single,basic_4y,0,1
10532,47,services,divorced,high_school,0,0
10533,33,blue_collar,single,basic_4y,0,0
10534,36,technician,married,professional_course,0,1
10535,30,blue_collar,divorced,basic_9y,0,0
10536,34,admin,single,high_school,0,0
10537,35,entrepreneur,married,basic_6y,0,1
10538,37,technician,married,professional_course,0,1
10539,31,blue_collar,married,professional_course,0,0
10540,53,blue_collar,married,basic_4y,0,0
10541,49,blue_collar,married,basic_9y,0,0
10542,47,services,married,high_school,0,1
10543,55,admin,married,high_school,0,1
10544,48,admin,married,high_school,0,1
10545,38,admin,single,university_degree,0,0
10546,29,admin,single,university_degree,0,0
10547,54,admin,married,university_degree,0,0
10548,53,services,unknown,,0,1
10549,36,blue_collar,married,basic_4y,0,0
10550,32,blue_collar,married,basic_6y,0,0
10551,24,blue_collar,married,basic_9y,0,0
10552,27,blue_collar,married,basic_9y,0,0
10553,28,admin,married,high_school,0,0
10554,37,self_employed,married,basic_9y,0,0
10555,36,technician,married,university_degree,0,0
10556,40,admin,single,university_degree,0,0
10557,27,self_employed,single,university_degree,0,0
10558,25,blue_collar,married,basic_9y,0,0
10559,42,services,married,high_school,0,0
10560,36,services,divorced,university_degree,0,0
10561,39,unemployed,married,university_degree,0,0
10562,32,self_employed,married,professional_course,0,0
10563,30,technician,married,high_school,0,0
10564,32,blue_collar,married,basic_4y,0,0
10565,34,admin,married,university_degree,0,1
10566,30,blue_collar,single,basic_4y,0,0
10567,50,management,single,university_degree,0,0
10568,54,blue_collar,married,basic_9y,0,0
10569,47,housemaid,single,basic_4y,0,0
10570,32,self_employed,married,professional_course,0,0
10571,56,technician,married,professional_course,0,0
10572,30,admin,single,high_school,0,1
10573,34,admin,single,high_school,0,0
10574,38,admin,married,university_degree,0,1
10575,49,admin,divorced,university_degree,0,0
10576,35,technician,single,university_degree,0,0
10577,45,blue_collar,single,basic_4y,0,0
10578,32,unemployed,single,high_school,0,0
10579,47,blue_collar,married,basic_6y,0,1
10580,36,technician,married,university_degree,0,0
10581,50,management,married,high_school,0,1
10582,50,technician,married,professional_course,0,1
10583,25,technician,married,high_school,0,0
10584,37,blue_collar,single,basic_6y,0,0
10585,31,blue_collar,married,basic_6y,0,1
10586,38,admin,single,basic_9y,0,0
10587,45,technician,married,university_degree,0,1
10588,36,unemployed,married,high_school,0,1
10589,38,technician,single,university_degree,0,0
10590,36,blue_collar,married,basic_9y,0,0
10591,36,blue_collar,married,basic_9y,0,0
10592,53,management,married,university_degree,0,0
10593,45,admin,married,high_school,0,1
10594,34,management,married,university_degree,0,1
10595,47,blue_collar,married,basic_9y,0,1
10596,49,blue_collar,married,basic_9y,0,0
10597,31,technician,single,university_degree,0,0
10598,38,management,married,high_school,0,1
10599,57,retired,single,professional_course,0,0
10600,49,blue_collar,married,basic_9y,0,1
10601,51,blue_collar,married,basic_4y,0,1
10602,39,admin,divorced,high_school,0,0
10603,54,management,married,university_degree,0,1
10604,52,services,married,high_school,0,1
10605,46,blue_collar,married,university_degree,0,1
10606,41,technician,married,university_degree,0,0
10607,40,admin,married,high_school,0,0
10608,38,blue_collar,married,basic_9y,0,1
10609,37,blue_collar,married,high_school,0,1
10610,31,services,married,high_school,0,1
10611,48,blue_collar,married,basic_6y,0,1
10612,44,technician,divorced,professional_course,0,0
10613,36,technician,single,university_degree,0,1
10614,32,self_employed,married,basic_9y,0,0
10615,27,entrepreneur,single,university_degree,0,0
10616,35,blue_collar,married,basic_9y,0,1
10617,33,blue_collar,married,basic_9y,0,0
10618,37,technician,married,professional_course,0,1
10619,36,technician,married,high_school,0,0
10620,39,blue_collar,married,basic_6y,0,1
10621,33,entrepreneur,married,university_degree,0,1
10622,45,unknown,married,,0,0
10623,30,blue_collar,married,basic_6y,0,0
10624,44,technician,single,,0,1
10625,42,blue_collar,married,basic_9y,0,0
10626,32,management,single,university_degree,0,1
10627,37,admin,married,high_school,0,1
10628,39,unemployed,married,basic_9y,0,1
10629,42,blue_collar,divorced,high_school,0,1
10630,30,technician,single,university_degree,0,0
10631,33,unemployed,divorced,professional_course,0,1
10632,39,blue_collar,married,basic_9y,0,1
10633,43,technician,married,professional_course,0,0
10634,56,housemaid,divorced,basic_4y,0,1
10635,38,admin,married,university_degree,0,0
10636,51,blue_collar,married,basic_4y,0,0
10637,44,admin,divorced,high_school,0,0
10638,36,management,married,university_degree,0,1
10639,41,services,married,high_school,0,1
10640,39,student,single,,0,1
10641,32,technician,married,professional_course,0,1
10642,49,admin,single,,0,0
10643,47,admin,married,university_degree,0,0
10644,33,blue_collar,married,basic_9y,0,0
10645,47,technician,married,professional_course,0,0
10646,37,blue_collar,married,basic_6y,0,0
10647,45,admin,divorced,university_degree,0,1
10648,38,blue_collar,married,professional_course,0,0
10649,57,housemaid,married,basic_6y,0,0
10650,57,self_employed,married,,0,1
10651,31,admin,married,high_school,0,1
10652,35,blue_collar,married,basic_6y,0,0
10653,58,retired,married,basic_4y,0,1
10654,57,management,divorced,university_degree,0,1
10655,30,technician,single,professional_course,0,0
10656,50,admin,married,university_degree,0,1
10657,43,unemployed,married,basic_9y,0,1
10658,33,technician,married,university_degree,0,0
10659,32,admin,single,university_degree,0,1
10660,28,entrepreneur,married,basic_9y,0,1
10661,30,self_employed,single,university_degree,0,0
10662,37,management,married,university_degree,0,0
10663,50,services,divorced,high_school,0,0
10664,31,blue_collar,married,basic_9y,0,1
10665,27,housemaid,married,basic_9y,0,1
10666,35,services,single,high_school,0,1
10667,22,student,single,high_school,0,0
10668,50,blue_collar,married,basic_4y,0,0
10669,37,technician,married,high_school,0,1
10670,25,unemployed,single,high_school,0,1
10671,40,admin,married,university_degree,0,1
10672,57,management,married,university_degree,0,1
10673,50,blue_collar,divorced,basic_9y,0,0
10674,43,admin,single,high_school,0,0
10675,60,self_employed,married,professional_course,0,0
10676,44,technician,married,professional_course,0,1
10677,33,services,married,high_school,0,1
10678,55,retired,married,professional_course,0,0
10679,45,blue_collar,married,basic_6y,0,0
10680,33,technician,single,professional_course,0,1
10681,56,unemployed,divorced,university_degree,0,1
10682,54,technician,married,professional_course,0,1
10683,53,blue_collar,married,basic_9y,0,0
10684,41,admin,divorced,high_school,0,1
10685,28,student,single,high_school,0,0
10686,52,blue_collar,divorced,high_school,0,0
10687,27,services,single,high_school,0,1
10688,28,technician,single,professional_course,0,0
10689,40,technician,married,basic_9y,0,1
10690,59,blue_collar,married,basic_6y,0,1
10691,41,services,married,high_school,0,1
10692,32,blue_collar,married,basic_9y,0,1
10693,35,technician,married,professional_course,0,1
10694,52,technician,married,high_school,0,0
10695,38,admin,single,,0,0
10696,47,technician,married,professional_course,0,1
10697,37,services,divorced,high_school,0,1
10698,32,self_employed,married,basic_9y,0,1
10699,48,blue_collar,married,,0,1
10700,39,blue_collar,married,high_school,0,1
10701,33,admin,married,university_degree,0,0
10702,36,entrepreneur,single,university_degree,0,0
10703,50,entrepreneur,married,university_degree,0,0
10704,37,admin,single,high_school,0,1
10705,30,entrepreneur,married,professional_course,0,1
10706,57,self_employed,married,university_degree,0,0
10707,36,blue_collar,married,professional_course,0,1
10708,30,self_employed,single,university_degree,0,1
10709,33,admin,married,high_school,0,0
10710,50,admin,married,high_school,0,1
10711,29,services,married,high_school,0,0
10712,46,services,married,professional_course,0,0
10713,22,services,single,basic_4y,0,1
10714,50,admin,married,high_school,0,1
10715,45,management,married,university_degree,0,1
10716,47,admin,married,university_degree,0,1
10717,37,technician,married,university_degree,0,1
10718,42,self_employed,married,,0,1
10719,39,unemployed,married,professional_course,0,0
10720,37,technician,married,professional_course,0,0
10721,51,services,married,high_school,0,0
10722,55,technician,married,basic_9y,0,1
10723,28,admin,married,high_school,0,1
10724,43,technician,married,professional_course,0,1
10725,40,services,married,basic_6y,0,0
10726,32,services,married,basic_9y,0,0
10727,43,admin,married,university_degree,0,1
10728,56,retired,married,basic_4y,0,0
10729,26,blue_collar,married,basic_9y,0,1
10730,26,admin,married,high_school,0,1
10731,36,self_employed,married,university_degree,0,1
10732,38,admin,married,university_degree,0,0
10733,47,blue_collar,married,,0,0
10734,28,blue_collar,married,basic_6y,0,1
10735,39,admin,married,high_school,0,0
10736,50,management,married,basic_4y,0,0
10737,40,admin,married,high_school,0,0
10738,50,housemaid,divorced,basic_4y,0,1
10739,33,admin,single,high_school,0,0
10740,54,admin,divorced,university_degree,0,0
10741,29,admin,single,university_degree,0,0
10742,33,admin,single,university_degree,0,1
10743,29,student,married,high_school,0,0
10744,27,technician,single,high_school,0,0
10745,57,blue_collar,married,basic_4y,0,0
10746,34,entrepreneur,single,professional_course,0,0
10747,28,services,single,high_school,0,0
10748,35,admin,married,university_degree,0,0
10749,35,self_employed,married,basic_9y,0,1
10750,50,blue_collar,single,basic_9y,0,0
10751,45,blue_collar,married,basic_6y,0,1
10752,40,entrepreneur,married,basic_4y,0,1
10753,41,management,married,basic_6y,0,0
10754,58,admin,single,professional_course,0,0
10755,36,blue_collar,married,university_degree,0,0
10756,36,admin,single,university_degree,0,0
10757,37,admin,married,university_degree,0,0
10758,37,technician,married,high_school,0,1
10759,42,admin,married,high_school,0,0
10760,54,technician,married,professional_course,0,1
10761,39,blue_collar,married,basic_4y,0,0
10762,39,admin,married,university_degree,0,0
10763,30,blue_collar,married,basic_4y,0,0
10764,39,entrepreneur,married,high_school,0,0
10765,40,services,single,high_school,0,0
10766,37,technician,single,high_school,0,0
10767,52,unemployed,married,high_school,0,1
10768,56,admin,married,,0,1
10769,43,blue_collar,married,basic_6y,0,1
10770,31,management,married,high_school,0,1
10771,42,unemployed,married,professional_course,0,1
10772,26,admin,single,basic_4y,0,1
10773,39,services,married,high_school,0,0
10774,42,management,married,basic_9y,0,1
10775,44,services,single,high_school,0,0
10776,30,blue_collar,divorced,basic_9y,0,1
10777,42,blue_collar,married,basic_6y,0,0
10778,45,unknown,married,,0,1
10779,44,entrepreneur,married,basic_4y,0,0
10780,44,blue_collar,married,high_school,0,0
10781,28,management,married,high_school,0,0
10782,45,blue_collar,married,basic_4y,0,0
10783,35,unemployed,divorced,basic_4y,0,1
10784,37,technician,single,university_degree,0,1
10785,24,admin,single,university_degree,0,1
10786,30,technician,married,university_degree,0,0
10787,43,blue_collar,married,basic_6y,0,1
10788,32,technician,divorced,professional_course,0,1
10789,36,admin,single,high_school,0,1
10790,44,admin,divorced,high_school,0,0
10791,46,blue_collar,divorced,basic_6y,0,1
10792,45,management,married,university_degree,0,1
10793,29,technician,divorced,university_degree,0,0
10794,51,blue_collar,married,basic_4y,0,1
10795,37,blue_collar,single,university_degree,0,0
10796,55,housemaid,married,university_degree,0,1
10797,38,blue_collar,divorced,basic_6y,0,1
10798,59,admin,married,university_degree,0,1
10799,32,self_employed,divorced,professional_course,0,1
10800,58,blue_collar,married,high_school,0,0
10801,32,blue_collar,married,basic_9y,0,1
10802,54,blue_collar,married,high_school,0,1
10803,38,unemployed,married,basic_9y,0,1
10804,49,blue_collar,married,basic_4y,0,1
10805,43,services,married,high_school,0,0
10806,36,admin,divorced,high_school,0,1
10807,52,admin,married,university_degree,0,1
10808,43,technician,single,professional_course,0,0
10809,28,admin,single,high_school,0,0
10810,46,technician,divorced,professional_course,0,0
10811,42,housemaid,married,,0,1
10812,31,blue_collar,married,basic_9y,0,0
10813,38,blue_collar,married,basic_9y,0,0
10814,50,services,married,high_school,0,1
10815,39,services,single,high_school,0,1
10816,34,technician,married,university_degree,0,1
10817,30,management,single,university_degree,0,1
10818,51,technician,married,high_school,0,0
10819,43,admin,married,high_school,0,0
10820,26,admin,single,high_school,0,0
10821,35,admin,married,university_degree,0,1
10822,24,entrepreneur,married,university_degree,0,1
10823,51,blue_collar,divorced,basic_4y,0,0
10824,31,unemployed,divorced,basic_4y,0,1
10825,45,entrepreneur,married,university_degree,0,0
10826,30,student,single,university_degree,0,1
10827,46,unemployed,divorced,basic_9y,0,0
10828,44,admin,single,high_school,0,0
10829,26,blue_collar,single,,0,1
10830,38,blue_collar,married,basic_6y,0,0
10831,30,admin,married,university_degree,0,0
10832,33,blue_collar,single,basic_9y,0,1
10833,31,blue_collar,single,basic_9y,0,0
10834,47,blue_collar,single,basic_4y,0,0
10835,57,retired,married,,0,1
10836,36,blue_collar,single,high_school,0,1
10837,30,services,married,high_school,0,1
10838,40,blue_collar,divorced,basic_9y,0,0
10839,32,services,married,professional_course,0,0
10840,45,entrepreneur,married,,0,0
